name,category,language,rank,url,contentType
iGyaan,Tech,en,82,https://feeds.feedburner.com/igyaan,Full Articles
TechPager,Tech,en,83,https://www.techpager.org/feed/,Full Articles
TechNewsWorld,Tech,en,84,https://www.technewsworld.com/perl/syndication/rssfull.pl,Headlines
PCWorld,Tech,en,85,https://www.pcworld.com/index.rss,Full Articles
Computerworld Australia,Tech,en,86,https://www.computerworld.com/au/feed/,Full Articles
ReadWrite,Tech,en,87,https://readwrite.com/feed/,Full Articles
Techweez,Tech,en,88,https://techweez.com/feed/,Headlines
Betechwise,Tech,en,89,https://betechwise.com/feed/,Headlines
TechNode,Tech,en,90,https://technode.com/feed/,Full Articles
Techdirt,Tech,en,91,https://www.techdirt.com/techdirt_rss.xml,Full Articles
Geekboots Tech News | Latest Tech News,Tech,en,92,https://www.geekboots.com/technology/feed,Headlines
InfoWorld,Tech,en,93,https://www.infoworld.com/index.rss,Headlines
Network World,Tech,en,94,https://www.networkworld.com/index.rss,Headlines
Enterprise Talk,Tech,en,95,https://enterprisetalk.com/feed/,Headlines
The Black Web,Tech,en,96,https://theblackweb.in/feed,Full Articles
CRN,Tech,en,97,https://www.crn.com/rss/news,Headlines
Technology News,Tech,en,98,https://www.blogger.com/feeds/4457929370096894305/posts/default,Headlines
All Tech Corner,Tech,en,99,https://www.alltechcorner.com/feed/,Headlines
sssTikTok Blog,Tech,en,100,https://techfans.co.uk/feed/,Headlines
