name,category,language,rank,url,contentType
ComicBook.com,Entertainment,en,83,https://comicbook.com/feed/,Headlines
ScreenRant,Entertainment,en,84,https://screenrant.com/feed/,Headlines
GameRant,Entertainment,en,85,https://gamerant.com/feed/,Headlines
MovieWeb,Entertainment,en,86,https://movieweb.com/feed/,Headlines
Looper,Entertainment,en,87,https://www.looper.com/feed/,Headlines
Nicki Swift,Entertainment,en,88,https://www.nickiswift.com/feed/,Headlines
The List,Entertainment,en,89,https://www.thelist.com/feed/,Headlines
Distractify,Entertainment,en,90,https://www.distractify.com/rss,Headlines
Showbiz Cheat Sheet,Entertainment,en,91,https://www.cheatsheet.com/feed/,Headlines
Mental Floss,Entertainment,en,92,https://www.mentalfloss.com/rss.xml,Headlines
The Onion,Entertainment,en,93,https://www.theonion.com/rss,Headlines
ClickHole,Entertainment,en,94,https://clickhole.com/feed/,Headlines
Kotaku,Entertainment,en,95,https://kotaku.com/rss,Headlines
Gizmodo,Entertainment,en,96,https://gizmodo.com/rss,Headlines
Lifehacker,Entertainment,en,97,https://lifehacker.com/rss,Headlines
Jezebel,Entertainment,en,98,https://jezebel.com/rss,Headlines
Mashable,Entertainment,en,99,https://mashable.com/feed/,Headlines
BuzzFeed,Entertainment,en,100,https://www.buzzfeed.com/news.xml,Headlines
